SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
SANGAMIND, BE, 12-Feb-2021,76.8,77.4,77.75,75.75,76.0,75.9,76.54,6696,5.13,58, -, -
SANGHIIND, EQ, 12-Feb-2021,39.65,39.95,40.75,39.2,40.0,39.95,40.0,827353,330.93,2623, 314631, 38.03
SANGHVIFOR, EQ, 12-Feb-2021,21.85,22.0,22.4,21.05,21.4,22.05,21.74,2974,0.65,19, 2347, 78.92
SANGHVIMOV, EQ, 12-Feb-2021,121.2,115.5,117.55,110.0,113.7,113.2,115.34,123542,142.5,1006, 105190, 85.15
SANGINITA, EQ, 12-Feb-2021,25.8,27.2,27.2,25.5,25.7,25.85,25.93,17287,4.48,127, 14343, 82.97
SANOFI, EQ, 12-Feb-2021,7787.15,7790.0,7848.45,7750.0,7800.0,7779.4,7790.79,18705,1457.27,4435, 12977, 69.38
SANWARIA, BZ, 12-Feb-2021,0.9,0.9,0.95,0.85,0.9,0.9,0.87,10121349,87.84,1875, -, -
SARDAEN, EQ, 12-Feb-2021,379.85,381.7,387.0,376.0,382.7,380.9,382.01,52096,199.01,1608, 28487, 54.68
SAREGAMA, EQ, 12-Feb-2021,1026.25,1035.0,1037.25,1000.4,1005.0,1016.8,1017.96,36611,372.68,5007, 9545, 26.07
SARLAPOLY, EQ, 12-Feb-2021,27.8,27.95,28.0,27.1,27.4,27.25,27.61,153267,42.32,696, 81478, 53.16
SARVESHWAR, SM, 12-Feb-2021,12.2,12.05,12.05,12.05,12.05,12.05,12.05,3200,0.39,2, 1600, 50.00
SASKEN, EQ, 12-Feb-2021,825.4,821.25,843.0,821.25,835.4,832.5,834.32,13558,113.12,924, 5086, 37.51
SASTASUNDR, EQ, 12-Feb-2021,133.05,135.0,135.0,125.1,130.95,130.8,129.99,26284,34.17,606, 16187, 61.58
SATIA, EQ, 12-Feb-2021,86.6,87.7,88.0,82.8,83.0,83.35,84.23,64462,54.3,1053, 37414, 58.04
SATIN, EQ, 12-Feb-2021,84.85,86.5,88.4,77.75,78.05,80.6,85.02,950058,807.77,5669, 565119, 59.48
SATINPP, E1, 12-Feb-2021,34.4,35.25,35.8,31.0,31.0,31.95,33.13,25837,8.56,244, 24915, 96.43
SBICARD, EQ, 12-Feb-2021,1024.2,1026.0,1049.0,1011.0,1019.5,1020.9,1029.64,1294689,13330.65,66219, 340770, 26.32
SBIETFIT, EQ, 12-Feb-2021,260.79,267.0,267.0,260.86,263.34,261.34,263.57,3197,8.43,111, 1403, 43.88
SBIETFPB, EQ, 12-Feb-2021,190.39,191.9,194.0,190.85,193.04,192.88,192.33,976,1.88,70, 718, 73.57
SBIETFQLTY, EQ, 12-Feb-2021,129.75,131.0,131.0,128.5,129.0,129.5,129.83,975,1.27,87, 867, 88.92
SBILIFE, EQ, 12-Feb-2021,907.35,908.0,913.5,893.45,899.0,896.85,905.05,984794,8912.83,30879, 359762, 36.53
SBIN, EQ, 12-Feb-2021,390.15,391.0,399.35,385.55,392.95,393.15,392.34,53589755,210251.52,406441, 7559236, 14.11
SBIN, N5, 12-Feb-2021,10907.38,10908.0,10945.0,10907.0,10928.0,10925.72,10922.47,428,46.75,68, 428, 100.00
SBIN, N6, 12-Feb-2021,10907.78,10949.9,10949.9,10949.9,10949.9,10949.9,10949.9,10,1.09,1, 10, 100.00
SCAPDVR, BE, 12-Feb-2021,2.5,2.4,2.4,2.4,2.4,2.4,2.4,34114,0.82,89, -, -
SCHAEFFLER, EQ, 12-Feb-2021,4938.4,4910.0,5020.0,4910.0,4950.05,4942.8,4966.31,17220,855.2,4563, 10914, 63.38
SCHAND, EQ, 12-Feb-2021,65.5,65.75,69.95,63.7,69.5,69.25,67.66,343699,232.55,3197, 162371, 47.24
SCHNEIDER, EQ, 12-Feb-2021,103.95,104.4,106.7,101.45,101.5,102.05,104.23,704530,734.34,6512, 332622, 47.21
SCI, EQ, 12-Feb-2021,86.95,87.5,90.6,86.0,87.15,87.7,88.57,7406586,6560.19,37413, 2310345, 31.19
SDBL, EQ, 12-Feb-2021,27.7,28.1,28.1,26.95,27.8,27.55,27.42,196623,53.91,872, 130155, 66.20
SEAMECLTD, EQ, 12-Feb-2021,469.8,475.45,479.0,461.3,465.75,471.05,470.52,38395,180.66,3517, 3087, 8.04
SECURCRED, SZ, 12-Feb-2021,16.1,16.85,16.9,16.85,16.9,16.9,16.89,3600,0.61,4, 3600, 100.00
SECURKLOUD, EQ, 12-Feb-2021,99.6,104.55,104.55,100.2,103.9,102.45,103.33,145356,150.19,1931, 77201, 53.11
SELAN, EQ, 12-Feb-2021,131.5,133.9,133.9,129.2,130.0,130.05,130.99,62933,82.44,1781, 34027, 54.07
SELMCL, BZ, 12-Feb-2021,2.1,2.2,2.2,2.2,2.2,2.2,2.2,52938,1.16,25, -, -
SEPOWER, BE, 12-Feb-2021,4.45,4.6,4.65,4.3,4.65,4.6,4.53,13375,0.61,57, -, -
SEQUENT, EQ, 12-Feb-2021,248.4,250.05,260.0,247.3,251.5,251.2,253.77,1217200,3088.83,15318, 688369, 56.55
SESHAPAPER, EQ, 12-Feb-2021,139.85,141.3,143.2,139.4,141.5,141.35,141.5,27541,38.97,559, 16104, 58.47
SETCO, EQ, 12-Feb-2021,16.05,16.4,16.9,15.8,16.0,16.1,16.42,425324,69.84,1114, 311120, 73.15
SETF10GILT, EQ, 12-Feb-2021,200.0,203.5,203.5,200.0,200.0,200.0,200.01,1199,2.4,8, 1196, 99.75
SETFGOLD, EQ, 12-Feb-2021,4278.75,4248.95,4260.0,4219.65,4219.65,4227.5,4232.69,18276,773.57,2019, 14027, 76.75
SETFNIF50, EQ, 12-Feb-2021,157.58,158.11,158.11,156.65,157.62,157.54,157.57,99260,156.4,1119, 49931, 50.30
SETFNIFBK, EQ, 12-Feb-2021,356.72,361.8,361.8,356.0,358.7,359.34,359.13,29306,105.25,579, 15096, 51.51
SETFNN50, EQ, 12-Feb-2021,357.78,372.1,390.0,356.41,358.75,359.14,358.88,14480,51.97,287, 7597, 52.47
SETUINFRA, BE, 12-Feb-2021,0.85,0.9,0.9,0.85,0.9,0.9,0.86,129099,1.11,80, -, -
SEYAIND, EQ, 12-Feb-2021,60.65,60.5,65.9,60.0,63.5,62.55,61.56,21314,13.12,318, 16661, 78.17
SEZAL, BZ, 12-Feb-2021,3.15,3.3,3.3,3.3,3.3,3.3,3.3,3738,0.12,5, -, -
SFL, EQ, 12-Feb-2021,2047.55,2031.0,2054.9,2000.0,2006.4,2013.7,2024.19,4091,82.81,1034, 2260, 55.24
SGBAPR28I, GB, 12-Feb-2021,4816.0,4815.0,4834.0,4802.0,4826.0,4826.0,4824.49,65,3.14,17, 43, 66.15
SGBAUG24, GB, 12-Feb-2021,4852.2,4840.0,4850.0,4825.1,4832.0,4833.5,4833.72,62,3.0,24, 48, 77.42
SGBAUG27, GB, 12-Feb-2021,4820.33,4820.0,4850.0,4815.0,4815.0,4819.0,4823.46,71,3.42,14, 52, 73.24
SGBAUG28V, GB, 12-Feb-2021,4849.02,4850.0,4899.95,4835.0,4858.9,4857.88,4846.35,1956,94.79,382, 1827, 93.40
SGBDC27VII, GB, 12-Feb-2021,4815.0,4815.0,4899.0,4751.0,4800.0,4800.0,4850.51,18,0.87,10, 16, 88.89
SGBDEC25, GB, 12-Feb-2021,4801.01,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,1,0.05,1, 1, 100.00
SGBDEC2513, GB, 12-Feb-2021,4877.0,4877.0,4877.0,4875.0,4875.0,4875.0,4875.91,11,0.54,3, 11, 100.00
SGBDEC25XI, GB, 12-Feb-2021,4782.0,4785.0,4950.0,4785.0,4950.0,4950.0,4867.5,10,0.49,2, 5, 50.00
SGBFEB24, GB, 12-Feb-2021,4814.44,4807.0,4858.0,4800.0,4830.0,4830.0,4811.51,107,5.15,14, 93, 86.92
SGBFEB28IX, GB, 12-Feb-2021,4805.0,4790.5,4898.0,4782.0,4898.0,4867.33,4794.59,172,8.25,27, 171, 99.42
SGBJ28VIII, GB, 12-Feb-2021,4818.5,4818.0,4820.0,4818.0,4820.0,4820.0,4819.33,6,0.29,3, 6, 100.00
SGBJAN26, GB, 12-Feb-2021,4830.0,4827.0,4850.0,4738.0,4801.0,4801.0,4814.42,43,2.07,9, 39, 90.70
SGBJAN27, GB, 12-Feb-2021,4803.0,4805.5,4805.5,4785.01,4785.01,4785.01,4789.56,9,0.43,3, 9, 100.00
SGBJAN29IX, GB, 12-Feb-2021,4855.21,4815.0,4879.0,4815.0,4849.85,4849.85,4843.59,125,6.05,49, 95, 76.00
SGBJAN29X, GB, 12-Feb-2021,4915.03,4950.0,4950.0,4901.0,4950.0,4917.88,4928.09,23,1.13,10, 22, 95.65
SGBJUL25, GB, 12-Feb-2021,4800.37,4849.99,4849.99,4800.0,4800.0,4800.0,4814.28,14,0.67,2, 14, 100.00
SGBJUL28IV, GB, 12-Feb-2021,4794.16,4800.0,4812.0,4790.0,4812.0,4806.21,4803.26,695,33.38,97, 620, 89.21
SGBJUN27, GB, 12-Feb-2021,4800.0,4805.0,4805.0,4750.0,4785.0,4785.5,4775.12,50,2.39,12, 31, 62.00
SGBJUN28, GB, 12-Feb-2021,4805.1,4776.01,4819.0,4776.01,4819.0,4812.0,4795.61,299,14.34,33, 294, 98.33
SGBMAR24, GB, 12-Feb-2021,4840.0,4805.0,4805.0,4803.0,4804.0,4804.0,4803.7,13,0.62,7, 13, 100.00
SGBMAR25, GB, 12-Feb-2021,4810.0,4800.0,4800.0,4700.0,4799.99,4792.17,4758.26,419,19.94,47, 340, 81.15
SGBMAR28X, GB, 12-Feb-2021,4802.32,4782.0,4782.08,4760.0,4760.0,4760.0,4775.5,41,1.96,14, 41, 100.00
SGBMAY25, GB, 12-Feb-2021,4795.21,4781.0,4800.0,4775.13,4800.0,4799.88,4790.36,318,15.23,46, 318, 100.00
SGBMAY28, GB, 12-Feb-2021,4789.85,4789.35,4810.0,4780.0,4800.0,4800.13,4792.85,600,28.76,73, 518, 86.33
SGBN28VIII, GB, 12-Feb-2021,4855.0,4855.0,4895.0,4830.0,4860.0,4851.64,4848.73,110,5.33,29, 97, 88.18
SGBNOV23, GB, 12-Feb-2021,4839.75,4840.99,4840.99,4805.02,4839.99,4839.99,4833.44,52,2.51,10, 42, 80.77
SGBNOV24, GB, 12-Feb-2021,4801.91,4801.0,4825.0,4790.0,4800.0,4800.31,4796.75,370,17.75,42, 340, 91.89
SGBNOV25IX, GB, 12-Feb-2021,4800.0,4810.0,4810.0,4800.0,4800.0,4800.0,4802.86,14,0.67,4, 10, 71.43
SGBNOV25VI, GB, 12-Feb-2021,4785.0,4801.0,4801.0,4785.0,4785.0,4785.0,4786.24,160,7.66,8, 160, 100.00
SGBNOV26, GB, 12-Feb-2021,4830.0,4830.0,4830.0,4830.0,4830.0,4830.0,4830.0,1,0.05,1, 1, 100.00
SGBOC28VII, GB, 12-Feb-2021,4857.67,4857.0,4917.9,4857.0,4860.0,4862.04,4873.98,116,5.65,38, 65, 56.03
SGBOCT25IV, GB, 12-Feb-2021,4803.0,4879.9,4879.9,4730.0,4786.0,4795.75,4803.48,69,3.31,14, 59, 85.51
SGBOCT26, GB, 12-Feb-2021,4810.0,4805.0,4805.0,4765.1,4805.0,4805.0,4784.24,31,1.48,10, 26, 83.87
SGBOCT27, GB, 12-Feb-2021,4849.0,4850.0,4850.0,4780.1,4844.0,4844.0,4812.87,15,0.72,6, 14, 93.33
SGBOCT27VI, GB, 12-Feb-2021,4903.2,4850.0,4900.0,4850.0,4900.0,4896.0,4896.0,25,1.22,5, 25, 100.00
SGBSEP24, GB, 12-Feb-2021,4833.0,4859.89,4859.89,4715.0,4802.01,4802.5,4759.85,345,16.42,64, 226, 65.51
SGBSEP27, GB, 12-Feb-2021,4895.0,4851.0,4851.0,4811.0,4811.25,4811.25,4822.82,37,1.78,8, 27, 72.97
SGBSEP28VI, GB, 12-Feb-2021,4867.5,4868.0,4930.0,4832.0,4909.0,4915.08,4866.17,442,21.51,87, 367, 83.03
SGL, EQ, 12-Feb-2021,9.35,9.5,9.6,9.25,9.3,9.3,9.31,17969,1.67,122, 14607, 81.29
SHAHALLOYS, BE, 12-Feb-2021,7.75,7.5,8.1,7.4,7.9,7.9,7.56,1225,0.09,7, -, -
SHAKTIPUMP, EQ, 12-Feb-2021,461.75,465.95,508.9,452.25,497.6,496.95,487.8,502544,2451.4,13211, 187333, 37.28
SHALBY, EQ, 12-Feb-2021,109.25,109.05,111.0,108.1,108.55,108.8,109.71,107549,118.0,1817, 44937, 41.78
SHALPAINTS, EQ, 12-Feb-2021,101.8,102.3,106.0,97.45,98.45,98.05,99.61,455263,453.51,4721, 324943, 71.37
SHANKARA, EQ, 12-Feb-2021,421.95,421.95,427.95,402.65,403.4,406.3,416.53,307025,1278.84,10638, 90322, 29.42
SHANTIGEAR, EQ, 12-Feb-2021,122.0,121.1,123.85,121.1,122.25,122.7,122.6,53545,65.65,746, 39414, 73.61
SHARDACROP, EQ, 12-Feb-2021,297.55,296.1,310.0,296.0,305.95,305.2,306.19,264240,809.08,9110, 115156, 43.58
SHARDAMOTR, EQ, 12-Feb-2021,2406.55,2437.25,2487.0,2405.0,2405.0,2406.6,2442.79,9928,242.52,1175, 5796, 58.38
SHAREINDIA, EQ, 12-Feb-2021,214.4,216.0,217.0,210.3,214.9,211.55,213.85,9999,21.38,371, 6151, 61.52
SHARIABEES, EQ, 12-Feb-2021,361.61,363.0,364.0,360.52,361.82,361.56,362.08,759,2.75,30, 539, 71.01
SHEMAROO, EQ, 12-Feb-2021,70.8,71.95,71.95,70.0,70.25,70.1,70.48,22642,15.96,507, 12870, 56.84
SHIL, EQ, 12-Feb-2021,235.55,247.3,247.3,244.75,247.3,247.3,247.18,154041,380.76,594, 86613, 56.23
SHILPAMED, EQ, 12-Feb-2021,430.35,430.9,432.9,428.0,430.0,430.05,430.1,86906,373.78,5598, 61658, 70.95
SHIVAMAUTO, EQ, 12-Feb-2021,20.8,21.05,21.6,20.55,21.5,21.45,21.19,74153,15.71,354, 53517, 72.17
SHIVAMILLS, BE, 12-Feb-2021,37.1,36.8,38.25,36.6,36.9,37.4,37.0,7966,2.95,37, -, -
SHIVATEX, EQ, 12-Feb-2021,132.6,136.55,144.35,131.0,134.95,133.05,136.55,4693,6.41,184, 2833, 60.37
SHIVAUM, SM, 12-Feb-2021,52.0,48.0,52.0,48.0,52.0,52.0,48.5,24000,11.64,2, 24000, 100.00
SHK, EQ, 12-Feb-2021,121.95,122.6,125.8,119.4,120.95,120.9,121.58,670850,815.59,18777, 408086, 60.83
SHOPERSTOP, EQ, 12-Feb-2021,216.75,219.0,223.2,208.55,210.8,210.65,216.5,754763,1634.04,14423, 251860, 33.37
SHRADHA, BE, 12-Feb-2021,57.15,54.4,57.15,54.4,57.15,57.15,57.06,312,0.18,5, -, -
SHREDIGCEM, EQ, 12-Feb-2021,57.8,58.1,59.4,57.25,57.95,57.7,58.09,503077,292.22,2213, 205489, 40.85
SHREECEM, EQ, 12-Feb-2021,28344.2,28200.0,28475.0,27800.0,28000.5,27965.85,28110.19,57620,16197.09,15452, 8423, 14.62
SHREEPUSHK, EQ, 12-Feb-2021,137.75,138.85,143.95,137.7,142.0,142.45,141.05,95498,134.7,1189, 67391, 70.57
SHREERAMA, EQ, 12-Feb-2021,8.5,8.85,8.9,8.2,8.2,8.35,8.46,112984,9.55,251, 85786, 75.93
SHRENIK, EQ, 12-Feb-2021,3.6,3.5,3.55,3.45,3.45,3.45,3.46,617247,21.35,951, 465357, 75.39
SHREYANIND, EQ, 12-Feb-2021,78.55,77.95,77.95,73.0,73.0,73.15,74.01,109324,80.92,1315, 73974, 67.66
SHREYAS, EQ, 12-Feb-2021,85.7,84.0,84.0,78.55,79.8,79.7,80.47,143042,115.1,1296, 97769, 68.35
SHRIPISTON, BE, 12-Feb-2021,812.35,791.1,820.0,772.6,795.0,790.8,797.13,761,6.07,46, -, -
SHRIRAMCIT, EQ, 12-Feb-2021,1484.75,1498.0,1506.9,1430.0,1440.55,1436.45,1456.67,34080,496.43,5810, 24912, 73.10
SHRIRAMEPC, EQ, 12-Feb-2021,4.75,4.8,4.8,4.65,4.75,4.75,4.71,392936,18.52,390, 278145, 70.79
SHUBHLAXMI, SM, 12-Feb-2021,17.85,18.7,18.7,18.7,18.7,18.7,18.7,1000,0.19,1, 1000, 100.00
SHYAMCENT, EQ, 12-Feb-2021,6.0,6.4,6.4,5.7,6.0,5.95,5.97,48535,2.9,180, 33553, 69.13
SHYAMTEL, EQ, 12-Feb-2021,6.05,6.0,6.0,5.7,5.75,5.75,5.88,3610,0.21,13, 2884, 79.89
SICAGEN, EQ, 12-Feb-2021,15.8,15.7,17.1,15.5,16.55,16.6,16.24,44497,7.23,230, 30248, 67.98
SICAL, EQ, 12-Feb-2021,17.85,17.8,18.3,16.85,17.45,17.35,17.44,300300,52.36,853, 162775, 54.20
SIEMENS, EQ, 12-Feb-2021,1844.75,1850.0,1888.0,1820.05,1820.05,1846.15,1862.68,381008,7096.96,19271, 69387, 18.21
SIGIND, EQ, 12-Feb-2021,32.0,33.05,33.05,31.55,32.0,32.1,32.51,37290,12.12,382, 24936, 66.87
SIKKO, SM, 12-Feb-2021,32.2,28.7,29.0,28.7,29.0,29.0,28.85,8000,2.31,2, 8000, 100.00
SIL, BE, 12-Feb-2021,11.5,10.95,12.05,10.95,11.95,11.65,12.02,95800,11.51,72, -, -
SILINV, EQ, 12-Feb-2021,214.05,215.0,223.0,212.5,215.5,214.7,213.88,2829,6.05,159, 2093, 73.98
SILLYMONKS, BE, 12-Feb-2021,24.05,25.25,25.25,23.0,23.05,23.8,23.73,1293,0.31,28, -, -
SILVERTUC, SM, 12-Feb-2021,91.75,94.0,94.0,89.25,89.25,89.25,90.04,6000,5.4,2, 6000, 100.00
SIMBHALS, EQ, 12-Feb-2021,7.1,7.1,7.45,6.8,6.95,7.1,7.02,22416,1.57,206, 14798, 66.02
SIMPLEXINF, EQ, 12-Feb-2021,38.0,37.8,38.35,36.85,36.9,37.1,37.26,148394,55.3,868, 116479, 78.49
SINTERCOM, EQ, 12-Feb-2021,90.45,90.0,90.45,90.0,90.3,90.3,90.05,1589,1.43,14, 1476, 92.89
SINTEX, BE, 12-Feb-2021,4.1,4.2,4.2,3.95,4.1,4.05,4.0,1576325,63.03,1363, -, -
SIRCA, BE, 12-Feb-2021,344.2,340.25,343.9,335.05,338.0,336.5,338.25,12214,41.31,174, -, -
SIS, EQ, 12-Feb-2021,418.2,421.45,433.5,420.25,432.0,432.05,429.03,475796,2041.32,14617, 219130, 46.06
SITINET, EQ, 12-Feb-2021,1.05,1.05,1.05,1.0,1.0,1.0,1.01,6676540,67.28,1598, 5245816, 78.57
SIYSIL, EQ, 12-Feb-2021,196.05,197.05,197.35,190.35,192.0,191.8,193.53,47469,91.87,1138, 23609, 49.74
SJVN, EQ, 12-Feb-2021,26.45,26.65,27.8,26.55,27.3,27.3,27.18,7032513,1911.68,10119, 2907495, 41.34
SKFINDIA, EQ, 12-Feb-2021,2356.65,2379.0,2379.0,2275.5,2321.5,2319.0,2326.31,18635,433.51,3708, 12416, 66.63
SKIL, BE, 12-Feb-2021,3.5,3.6,3.65,3.35,3.65,3.65,3.58,119127,4.27,102, -, -
SKIPPER, EQ, 12-Feb-2021,62.95,64.0,65.65,62.25,63.3,63.6,63.98,56852,36.37,919, 21780, 38.31
SKMEGGPROD, EQ, 12-Feb-2021,54.1,54.15,55.0,52.8,53.1,53.1,53.74,60539,32.53,917, 35096, 57.97
SMARTLINK, EQ, 12-Feb-2021,88.2,87.6,92.6,87.0,90.2,90.5,90.93,50021,45.48,881, 25906, 51.79
SMLISUZU, EQ, 12-Feb-2021,509.3,510.9,515.0,501.1,504.0,503.5,507.88,17707,89.93,1051, 7886, 44.54
SMSLIFE, EQ, 12-Feb-2021,603.75,606.95,608.0,582.65,590.1,594.35,594.2,4331,25.73,282, 2621, 60.52
SMSPHARMA, EQ, 12-Feb-2021,133.5,135.0,136.65,131.0,132.0,132.35,132.87,181680,241.4,2420, 90703, 49.92
SMVD, SM, 12-Feb-2021,8.75,9.0,9.0,9.0,9.0,9.0,9.0,2000,0.18,1, 2000, 100.00
SNOWMAN, EQ, 12-Feb-2021,49.95,50.25,50.55,49.25,49.55,49.75,49.92,1317603,657.76,7174, 671943, 51.00
SOBHA, EQ, 12-Feb-2021,448.5,450.8,457.0,443.0,444.0,447.2,451.55,137061,618.9,5531, 50979, 37.19
SOFTTECH, SM, 12-Feb-2021,93.5,93.5,93.5,92.0,92.1,92.1,92.53,4800,4.44,3, 3200, 66.67
SOLARA, EQ, 12-Feb-2021,1595.55,1610.2,1624.9,1551.65,1565.0,1566.85,1579.88,83814,1324.16,7650, 34367, 41.00
SOLARINDS, EQ, 12-Feb-2021,1244.6,1249.9,1264.65,1237.0,1239.5,1240.25,1246.81,8380,104.48,702, 3661, 43.69
SOLEX, SM, 12-Feb-2021,32.8,31.2,32.8,31.2,32.8,32.8,31.73,6000,1.9,3, 2000, 33.33
SOMANYCERA, EQ, 12-Feb-2021,421.75,425.0,433.8,421.25,424.8,424.45,427.43,141928,606.65,6004, 72147, 50.83
SOMATEX, EQ, 12-Feb-2021,4.7,4.9,4.9,4.9,4.9,4.9,4.9,32181,1.58,28, 32181, 100.00
SOMICONVEY, BE, 12-Feb-2021,34.2,34.2,34.75,33.2,34.3,34.15,34.11,6071,2.07,47, -, -
SONATSOFTW, EQ, 12-Feb-2021,403.0,405.0,411.0,398.0,402.5,400.45,405.04,206606,836.85,5317, 119457, 57.82
SORILINFRA, EQ, 12-Feb-2021,143.2,144.5,148.0,132.65,135.4,134.75,139.87,614116,858.99,11158, 270148, 43.99
SOTL, EQ, 12-Feb-2021,949.5,958.0,975.0,902.25,926.0,920.4,928.38,41212,382.6,3278, 25585, 62.08
SOUTHBANK, EQ, 12-Feb-2021,8.3,8.3,8.3,8.15,8.2,8.2,8.23,5554486,457.0,112217, 2814587, 50.67
SOUTHWEST, EQ, 12-Feb-2021,51.7,50.65,53.75,49.15,49.15,49.45,50.41,14896,7.51,135, 11048, 74.17
SPAL, EQ, 12-Feb-2021,155.45,158.6,158.6,153.0,157.8,157.2,156.49,16114,25.22,409, 10667, 66.20
SPANDANA, EQ, 12-Feb-2021,664.9,679.0,688.4,670.05,683.05,683.4,682.06,71790,489.65,6544, 36515, 50.86
SPARC, EQ, 12-Feb-2021,185.55,189.05,190.65,181.55,182.8,183.4,186.55,931053,1736.89,13292, 296470, 31.84
SPECIALITY, EQ, 12-Feb-2021,47.4,47.0,48.0,46.5,47.35,47.1,47.45,59143,28.06,426, 49475, 83.65
SPENCERS, EQ, 12-Feb-2021,78.75,77.5,78.25,76.8,77.3,77.3,77.54,385184,298.67,3505, 151742, 39.39
SPENTEX, BZ, 12-Feb-2021,0.85,0.9,0.9,0.8,0.8,0.8,0.85,15975,0.14,15, -, -
SPIC, EQ, 12-Feb-2021,25.3,25.1,25.5,24.1,24.4,24.5,24.85,377858,93.9,1212, 203978, 53.98
SPICEJET, EQ, 12-Feb-2021,87.75,93.8,93.8,89.85,90.0,90.7,91.56,11331555,10374.72,57164, 3323985, 29.33
SPLIL, EQ, 12-Feb-2021,38.2,39.6,39.6,36.0,36.1,36.4,37.1,104428,38.74,1084, 60842, 58.26
SPMLINFRA, EQ, 12-Feb-2021,14.9,13.6,15.2,13.6,14.85,14.8,14.83,30351,4.5,129, 14341, 47.25
SPTL, EQ, 12-Feb-2021,3.1,3.15,3.2,3.05,3.15,3.1,3.11,749054,23.32,629, 552817, 73.80
SPYL, BE, 12-Feb-2021,0.45,0.5,0.5,0.45,0.45,0.45,0.47,342442,1.62,334, -, -
SREEL, EQ, 12-Feb-2021,145.65,145.6,148.0,145.25,145.65,145.65,146.19,11040,16.14,212, 6728, 60.94
SREIBNPNCD, N9, 12-Feb-2021,720.0,860.0,860.0,700.0,700.0,700.0,856.79,159,1.36,4, 153, 96.23
SREIBNPNCD, NJ, 12-Feb-2021,410.0,425.0,425.0,405.0,410.0,410.0,419.55,268,1.12,11, 253, 94.40
SREIBNPNCD, NL, 12-Feb-2021,410.5,475.0,475.0,417.0,425.0,419.59,420.49,212,0.89,9, 212, 100.00
SREIBNPNCD, NO, 12-Feb-2021,362.0,434.0,434.0,434.0,434.0,434.0,434.0,17,0.07,4, 17, 100.00
SREIBNPNCD, NU, 12-Feb-2021,350.0,375.0,375.0,368.0,368.0,368.0,368.46,24,0.09,5, 23, 95.83
SREIBNPNCD, NY, 12-Feb-2021,554.99,540.0,555.0,540.0,555.0,555.0,549.69,32,0.18,3, 32, 100.00
SREIBNPNCD, Y1, 12-Feb-2021,391.8,425.0,425.0,400.0,400.0,400.0,412.5,2,0.01,2, 2, 100.00
SREIBNPNCD, Y5, 12-Feb-2021,600.65,500.01,500.01,500.01,500.01,500.01,500.01,1,0.01,1, 1, 100.00
SREIBNPNCD, YA, 12-Feb-2021,400.0,474.0,474.0,474.0,474.0,474.0,474.0,1,0.0,1, 1, 100.00
SREINFRA, EQ, 12-Feb-2021,7.4,7.45,7.5,7.25,7.35,7.35,7.4,572147,42.35,750, 321915, 56.26
SRF, EQ, 12-Feb-2021,5676.8,5676.8,5757.9,5570.0,5638.85,5615.9,5669.02,154628,8765.89,18604, 38414, 24.84
SRHHYPOLTD, EQ, 12-Feb-2021,238.0,241.25,242.0,230.7,231.0,236.1,238.15,15568,37.08,757, 9684, 62.20
SRIPIPES, EQ, 12-Feb-2021,164.9,164.9,166.2,164.0,165.0,165.1,165.06,124171,204.96,3382, 96603, 77.80
SRPL, BE, 12-Feb-2021,40.2,40.2,40.2,39.6,40.0,40.0,39.82,998,0.4,22, -, -
SRTRANSFIN, EQ, 12-Feb-2021,1441.25,1425.1,1461.25,1420.0,1434.0,1438.25,1441.96,2226804,32109.54,57468, 203990, 9.16
SRTRANSFIN, Y9, 12-Feb-2021,1074.7,1074.96,1074.96,1074.96,1074.96,1074.96,1074.96,10,0.11,1, 10, 100.00
SRTRANSFIN, YB, 12-Feb-2021,1027.0,1027.0,1027.0,1027.0,1027.0,1027.0,1027.0,53,0.54,3, 53, 100.00
SRTRANSFIN, YH, 12-Feb-2021,1011.0,1007.0,1011.0,1007.0,1010.99,1010.99,1010.73,147,1.49,5, 147, 100.00
SRTRANSFIN, YI, 12-Feb-2021,1014.25,1020.0,1032.85,1020.0,1020.0,1020.0,1020.44,177,1.81,8, 177, 100.00
SRTRANSFIN, YJ, 12-Feb-2021,1054.01,1054.51,1057.0,1054.51,1057.0,1057.0,1055.44,469,4.95,8, 419, 89.34
SRTRANSFIN, YK, 12-Feb-2021,1061.0,1062.75,1062.75,1061.0,1061.0,1061.02,1061.89,100,1.06,4, 100, 100.00
SRTRANSFIN, YN, 12-Feb-2021,1280.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,50,0.65,1, 50, 100.00
SRTRANSFIN, YQ, 12-Feb-2021,1027.5,1028.0,1030.0,1028.0,1029.5,1029.79,1029.55,64,0.66,6, 64, 100.00
SRTRANSFIN, YR, 12-Feb-2021,1038.99,1025.06,1025.06,1025.06,1025.06,1025.06,1025.06,10,0.1,1, 10, 100.00
SRTRANSFIN, YU, 12-Feb-2021,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,50,0.61,1, 50, 100.00
SRTRANSFIN, YV, 12-Feb-2021,1020.0,1005.0,1020.0,1005.0,1010.1,1010.1,1016.35,52,0.53,3, 52, 100.00
